"","plot_year","plot_year_month","Farm","lighttrap","pherotrap","State","year","month","count","Latitude","Longitude","EVI","precipitation","temp_max","temp_mean","temp_min","temp_range","light","PM25","O3","NO2","precipitation_anomaly","temp_max_anomaly","temp_mean_anomaly","temp_min_anomaly","temp_range_anomaly","precipitation_anomaly_april","temp_max_anomaly_april","temp_mean_anomaly_april","temp_min_anomaly_april","temp_range_anomaly_april"
"1","DE_Bridgeville_1998","DE_Bridgeville_1998_Aug","DE_Bridgeville","N","Y","DE",1998,228,27.78461538,38.746942,-75.563456,3780.21384615387,126.38500213623,30.011999130249,24.1750011444092,18.3390007,11.67299843,0.880758161783354,14.6000328063965,40.2400768504423,10.029475376917,42.9540794741723,2.92709343748314,3.4522836492859,3.97786722649429,-1.050773789,-32.9395833811285,2.39938255780877,2.0799340516287,1.76023093797005,0.63915162
"2","DE_Bridgeville_1998","DE_Bridgeville_1998_Aug","DE_Bridgeville","Y","N","DE",1998,228,4.434615385,38.746942,-75.563456,3780.21384615387,126.38500213623,30.011999130249,24.1750011444092,18.3390007,11.67299843,0.880758161783354,14.6000328063965,40.2400768504423,10.029475376917,42.9540794741723,2.92709343748314,3.4522836492859,3.97786722649429,-1.050773789,-32.9395833811285,2.39938255780877,2.0799340516287,1.76023093797005,0.63915162
"3","DE_Bridgeville_1998","DE_Bridgeville_1998_Jul","DE_Bridgeville","Y","N","DE",1998,197,1.024615385,38.746942,-75.563456,4512.37153846154,47.7120018005371,30.6049995422363,24.7250003814697,18.84700012,11.75799942,0.880758161783354,14.6000328063965,40.2400768504423,10.029475376917,42.9540794741723,2.92709343748314,3.4522836492859,3.97786722649429,-1.050773789,-32.9395833811285,2.39938255780877,2.0799340516287,1.76023093797005,0.63915162
"4","DE_Bridgeville_1998","DE_Bridgeville_1998_Jul","DE_Bridgeville","N","Y","DE",1998,197,7.907692308,38.746942,-75.563456,4512.37153846154,47.7120018005371,30.6049995422363,24.7250003814697,18.84700012,11.75799942,0.880758161783354,14.6000328063965,40.2400768504423,10.029475376917,42.9540794741723,2.92709343748314,3.4522836492859,3.97786722649429,-1.050773789,-32.9395833811285,2.39938255780877,2.0799340516287,1.76023093797005,0.63915162
"5","DE_Bridgeville_1998","DE_Bridgeville_1998_Jun","DE_Bridgeville","N","Y","DE",1998,167,15.72307692,38.746942,-75.563456,3900.45230769231,88.5859985351562,27.5380001068115,22.2670001983643,16.99799919,10.54000092,0.880758161783354,14.6000328063965,40.2400768504423,10.029475376917,42.9540794741723,2.92709343748314,3.4522836492859,3.97786722649429,-1.050773789,-32.9395833811285,2.39938255780877,2.0799340516287,1.76023093797005,0.63915162
"6","DE_Bridgeville_1998","DE_Bridgeville_1998_Jun","DE_Bridgeville","Y","N","DE",1998,167,1.5,38.746942,-75.563456,3900.45230769231,88.5859985351562,27.5380001068115,22.2670001983643,16.99799919,10.54000092,0.880758161783354,14.6000328063965,40.2400768504423,10.029475376917,42.9540794741723,2.92709343748314,3.4522836492859,3.97786722649429,-1.050773789,-32.9395833811285,2.39938255780877,2.0799340516287,1.76023093797005,0.63915162
"7","DE_Bridgeville_1998","DE_Bridgeville_1998_May","DE_Bridgeville","N","Y","DE",1998,136,6.4875,38.746942,-75.563456,2992.07461538461,98.7180023193359,23.9720001220703,18.6020011901855,13.23200035,10.73999977,0.880758161783354,14.6000328063965,40.2400768504423,10.029475376917,42.9540794741723,2.92709343748314,3.4522836492859,3.97786722649429,-1.050773789,-32.9395833811285,2.39938255780877,2.0799340516287,1.76023093797005,0.63915162
"8","DE_Bridgeville_1998","DE_Bridgeville_1998_May","DE_Bridgeville","Y","N","DE",1998,136,0.95625,38.746942,-75.563456,2992.07461538461,98.7180023193359,23.9720001220703,18.6020011901855,13.23200035,10.73999977,0.880758161783354,14.6000328063965,40.2400768504423,10.029475376917,42.9540794741723,2.92709343748314,3.4522836492859,3.97786722649429,-1.050773789,-32.9395833811285,2.39938255780877,2.0799340516287,1.76023093797005,0.63915162
"9","DE_Bridgeville_1998","DE_Bridgeville_1998_Sep","DE_Bridgeville","Y","N","DE",1998,258,4.832,38.746942,-75.563456,3649.45076923077,49.6889991760254,28.0970001220703,21.9450016021729,15.79300022,12.3039999,0.880758161783354,14.6000328063965,40.2400768504423,10.029475376917,42.9540794741723,2.92709343748314,3.4522836492859,3.97786722649429,-1.050773789,-32.9395833811285,2.39938255780877,2.0799340516287,1.76023093797005,0.63915162
"10","DE_Bridgeville_1998","DE_Bridgeville_1998_Sep","DE_Bridgeville","N","Y","DE",1998,258,28.8,38.746942,-75.563456,3649.45076923077,49.6889991760254,28.0970001220703,21.9450016021729,15.79300022,12.3039999,0.880758161783354,14.6000328063965,40.2400768504423,10.029475376917,42.9540794741723,2.92709343748314,3.4522836492859,3.97786722649429,-1.050773789,-32.9395833811285,2.39938255780877,2.0799340516287,1.76023093797005,0.63915162
